stock_area_code,stock_area_description,geo_type,geo_code,jurisdiction,constraint,confidence
6A7H-C,"VIa) North 56°30'N, VIIe),f),h) (1)",FAO,27.7.e,,,ok
6A7H-C,"VIa) North 56°30'N, VIIe),f),h) (1)",FAO,27.7.f,,,ok
6A7H-C,"VIa) North 56°30'N, VIIe),f),h) (1)",FAO,27.7.h,,,ok
6A7H-C,"VIa) North 56°30'N, VIIe),f),h) (1)",FAO,27.6.a,,,ok
6A7H-C,"VIa) North 56°30'N, VIIe),f),h) (1)",FAO,27.1,,,ok
N34_AMS,NAFO subareas 3 and 4 (shared quota),FAO,21.3,NAFO,,ok
N34_AMS,NAFO subareas 3 and 4 (shared quota),FAO,21.4,NAFO,,ok
6AB.,"VIa), VIb)",FAO,27.6.a,,,ok
6AB.,"VIa), VIb)",FAO,27.6.b,,,ok
2A47DX,"4, 7d and United Kingdom waters of 2a",FAO,27.7.d,GBR,,ok
2A47DX,"4, 7d and United Kingdom waters of 2a",FAO,27.2.a,GBR,,ok
2A47DX,"4, 7d and United Kingdom waters of 2a",FAO,27.4,GBR,,ok
*6BAN.,6a north of 56° 30' N and 6b,FAO,27.6.a,,north of 56° 30' N,ok
*6BAN.,6a north of 56° 30' N and 6b,FAO,27.6.b,,north of 56° 30' N,ok
*234_5,Sandeel management area 5,SANDEEL,SAN5,,,ok
MRT_2012,Mauritania,EEZ,MRT,MRT,,ok
6A/7-C,"VIa) North 56°30'N, VIb), VII West 12°W (1)",FAO,27.6.a,,,ok
6A/7-C,"VIa) North 56°30'N, VIb), VII West 12°W (1)",FAO,27.6.b,,,ok
6A/7-C,"VIa) North 56°30'N, VIb), VII West 12°W (1)",FAO,27.7,,,ok
6A/7-C,"VIa) North 56°30'N, VIb), VII West 12°W (1)",FAO,27.1,,,ok
08B.,ICES division VIIIb - Bay of Biscay - Central,FAO,27.8.b,,,ok
09S-3411,"Part of subarea 9 south of 36°10'00""N and 9S Union waters of CECAF 34.1.1",FAO,34.1.1,EU,"south of 36°10'00""N and 9S",ok
09S-3411,"Part of subarea 9 south of 36°10'00""N and 9S Union waters of CECAF 34.1.1",FAO,27.9,EU,"south of 36°10'00""N and 9S",ok
5BC6A.,6a; United Kingdom and international  waters of 5b,FAO,27.6.a,,,ok
5BC6A.,6a; United Kingdom and international  waters of 5b,FAO,27.5.b,GBR+INT,,ok
3D28.2,Union waters of Subdivision 28.2,FAO,27.3.d.28.2,EU,,ok
*8302,"Atlantic Ocean, east of 45° W, and Mediterranean",FAO,37,,east of 45° W,ok
*8302,"Atlantic Ocean, east of 45° W, and Mediterranean",FAO,ATL,,east of 45° W,check
234_3,Union waters of sandeel management area 3,SANDEEL,SAN3,EU,,ok
*ICAN05NXM-UK,United Kingdom waters,EEZ,GBR,GBR,,ok
245-,"Community waters and waters not under the sovereignty or jurisdiction of third countries of II, IV and V",FAO,27.2,EU+THIRD,,ok
245-,"Community waters and waters not under the sovereignty or jurisdiction of third countries of II, IV and V",FAO,27.4,EU+THIRD,,ok
245-,"Community waters and waters not under the sovereignty or jurisdiction of third countries of II, IV and V",FAO,27.5,EU+THIRD,,ok
F5841W,FAO 58.4.1 west of 115 E,FAO,58.4.1,,west of 115 E,ok
*ATLLL,Atlantic Ocean - long liners with an overall length of 20 metres and above,FAO,ATL,,,check
4678AB,"IV, VI, VII, VIIIa),b) (1)",FAO,27.8.a,,,ok
4678AB,"IV, VI, VII, VIIIa),b) (1)",FAO,27.8.b,,,ok
4678AB,"IV, VI, VII, VIIIa),b) (1)",FAO,27.4,,,ok
4678AB,"IV, VI, VII, VIIIa),b) (1)",FAO,27.6,,,ok
4678AB,"IV, VI, VII, VIIIa),b) (1)",FAO,27.7,,,ok
4678AB,"IV, VI, VII, VIIIa),b) (1)",FAO,27.1,,,ok
*12INT,International waters of I and II,FAO,27.1,INT,,ok
*12INT,International waters of I and II,FAO,27.2,INT,,ok
XHE,NEAFC Stock - Norwegian spring spawing herring,RFMO,NEAFC,,,ok
06AN56,VIa) North 56°30' North,FAO,27.6.a,,,ok
2AC4FS,"IIa) (1), IV (1)",FAO,27.2.a,,,ok
2AC4FS,"IIa) (1), IV (1)",FAO,27.1,,,ok
2AC4FS,"IIa) (1), IV (1)",FAO,27.4,,,ok
*03A_TOT,3a,FAO,27.3.a,,,ok
GHA_DIR,Direct authorisations with Ghana,EEZ,GHA,GHA,,ok
*08C2,8c,FAO,27.8.c,,,ok
2A34.,"3a; United Kingdom and Union waters of  2a, 3b, 3c, 3d and 4",FAO,27.3.a,,,ok
2A34.,"3a; United Kingdom and Union waters of  2a, 3b, 3c, 3d and 4",FAO,27.2.a,GBR+EU,,ok
2A34.,"3a; United Kingdom and Union waters of  2a, 3b, 3c, 3d and 4",FAO,27.3.b,GBR+EU,,ok
2A34.,"3a; United Kingdom and Union waters of  2a, 3b, 3c, 3d and 4",FAO,27.3.c,GBR+EU,,ok
2A34.,"3a; United Kingdom and Union waters of  2a, 3b, 3c, 3d and 4",FAO,27.3.d,GBR+EU,,ok
2A34.,"3a; United Kingdom and Union waters of  2a, 3b, 3c, 3d and 4",FAO,27.4,GBR+EU,,ok
X34PRT,10; Union waters of CECAF (Waters adjacent to the Azores),FAO,27.10,,,ok
X34PRT,10; Union waters of CECAF (Waters adjacent to the Azores),FAO,34.1.2,EU,,check
SYC_2026,Seychelles,EEZ,SYC,SYC,,ok
*3D32,Union waters of Subdivision 32,FAO,27.3.d.32,EU,,ok
N3LX.,NAFO Zone 3L for baltic countries,FAO,21.3.L,NAFO,,ok
6AN6B.,"VIa) (North 56°30' N), VIb)",FAO,27.6.a,,,ok
6AN6B.,"VIa) (North 56°30' N), VIb)",FAO,27.6.b,,,ok
ICESIX,(no description - inferred from code),FAO,27.9,,,ok
KIR_2023,(no description - inferred from code),EEZ,KIR,KIR,protocol 2023,ok
514GRN,Greenland waters of 5 and 14,FAO,27.5,GRL,,ok
514GRN,Greenland waters of 5 and 14,FAO,27.14,GRL,,ok
*04-N.,Norwegian waters of 4,FAO,27.4,NOR,,ok
MRT_2021,Mauritania,EEZ,MRT,MRT,,ok
*89-,Union and international waters of VIII and IX,FAO,27.8,EU+INT,,ok
*89-,Union and international waters of VIII and IX,FAO,27.9,EU+INT,,ok
3D30.,Union waters of Subdivision 30,FAO,27.3.d.30,EU,,ok
8CU31,"8c, functional unit 31",FU,FU31,,,ok
8CU31,"8c, functional unit 31",FAO,27.8.c,,functional unit 31,ok
SEAFO,SEAFO,RFMO,SEAFO,,,ok
F5842.,FAO 58.4.2 Antarctic,FAO,58.4.2,,,ok
09.,9,FAO,27.9,,,ok
F5841.,FAO 58.4.1 Antarctic,FAO,58.4.1,,,ok
56-14,6; United Kingdom and international waters of 5b; international waters of 12 and 14,FAO,27.6,,,ok
56-14,6; United Kingdom and international waters of 5b; international waters of 12 and 14,FAO,27.5.b,GBR+INT,,ok
56-14,6; United Kingdom and international waters of 5b; international waters of 12 and 14,FAO,27.12,INT,,ok
56-14,6; United Kingdom and international waters of 5b; international waters of 12 and 14,FAO,27.14,INT,,ok
N1F.,Division 21.1F,FAO,21.1.F,NAFO,,ok
N34CA.,"Canada zone: NAFO 3,4",FAO,21.3,CAN,,ok
N34CA.,"Canada zone: NAFO 3,4",FAO,21.4,CAN,,ok
SYC_2013,Seychelles,EEZ,SYC,SYC,,ok
MU3,IIId)- Manag. Unit 3 (approxim. Sub-divisions 30 and 31 of IBSFC),FAO,27.3.d,,,ok
MU3,IIId)- Manag. Unit 3 (approxim. Sub-divisions 30 and 31 of IBSFC),FAO,27.3,,,ok
F484S.,FAO 48.4 Antarctic South (within the area bounded by latitudes 57°20'S and 60°00'S and by longitudes 24°30'W and 29°00'W),FAO,48.4,,,ok
SPR-B,SPRFMO Convention Area within the research block B (see coordinates in the regulation),RFMO,SPRFMO,,,ok
07E.,7e,FAO,27.7.e,,,ok
1X14,"United Kingdom, Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",FAO,27.8.a,GBR+EU+INT,,ok
1X14,"United Kingdom, Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",FAO,27.8.b,GBR+EU+INT,,ok
1X14,"United Kingdom, Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",FAO,27.8.d,GBR+EU+INT,,ok
1X14,"United Kingdom, Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",FAO,27.8.e,GBR+EU+INT,,ok
1X14,"United Kingdom, Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",FAO,27.1,GBR+EU+INT,,ok
1X14,"United Kingdom, Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",FAO,27.2,GBR+EU+INT,,ok
1X14,"United Kingdom, Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",FAO,27.3,GBR+EU+INT,,ok
1X14,"United Kingdom, Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",FAO,27.4,GBR+EU+INT,,ok
1X14,"United Kingdom, Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",FAO,27.5,GBR+EU+INT,,ok
1X14,"United Kingdom, Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",FAO,27.6,GBR+EU+INT,,ok
1X14,"United Kingdom, Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",FAO,27.7,GBR+EU+INT,,ok
1X14,"United Kingdom, Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",FAO,27.12,GBR+EU+INT,,ok
1X14,"United Kingdom, Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",FAO,27.14,GBR+EU+INT,,ok
FGU.,French Guiana waters,EEZ,GUF,GUF,,ok
*AS05N_AMS,"Atlantic Ocean, South of 5° N (shared quota)",FAO,ATL,,South of 5° N,check
07AMO.,VIIa) Mourne stock,FAO,27.7.a,,,ok
07F.,ICES division VIIf - Bristol Channel,FAO,27.7.f,,,ok
CIV_2025,Ivory Coast,EEZ,CIV,CIV,,ok
03D.RG,Subdivision 28.1,FAO,27.3.d.28.1,,,ok
*F484.,Division 48.4,FAO,48.4,,,ok
08A.,ICES division VIIIa - Bay of Biscay - North,FAO,27.8.a,,,ok
24A567,"United Kingdom and Union waters of 2, 4a, 5, 6 north of 56° 30' N and 7 west of 12° W",FAO,27.4.a,GBR+EU,north of 56° 30' N | west of 12° W,ok
24A567,"United Kingdom and Union waters of 2, 4a, 5, 6 north of 56° 30' N and 7 west of 12° W",FAO,27.2,GBR+EU,north of 56° 30' N | west of 12° W,ok
24A567,"United Kingdom and Union waters of 2, 4a, 5, 6 north of 56° 30' N and 7 west of 12° W",FAO,27.5,GBR+EU,north of 56° 30' N | west of 12° W,ok
24A567,"United Kingdom and Union waters of 2, 4a, 5, 6 north of 56° 30' N and 7 west of 12° W",FAO,27.6,GBR+EU,north of 56° 30' N | west of 12° W,ok
24A567,"United Kingdom and Union waters of 2, 4a, 5, 6 north of 56° 30' N and 7 west of 12° W",FAO,27.7,GBR+EU,north of 56° 30' N | west of 12° W,ok
04C.,ICES division IVc - Southern North Sea,FAO,27.4.c,,,ok
MED2_TR4,(no description - inferred from code),NONE,,,MED2_TR4,Mediterranean effort regime code - not an area
3DLAFS,Latvia zone: IIId),FAO,27.3.d,LVA,,ok
N4VSW.,"NAFO 4Vs,W",FAO,21.4.Vs,NAFO,,ok
DIR_AUT,Direct Authorisations,NONE,,,,no geography
AE45W,"Atlantic ocean, east of 45° W",FAO,ATL,,east of 45° W,check
3D28.,Union waters of Subdivision 28,FAO,27.3.d.28,EU,,ok
3C22.,Subdivision 22,FAO,27.3.c.22,,,ok
MED3_TBB_TR3,(no description - inferred from code),NONE,,,MED3_TBB_TR3,Mediterranean effort regime code - not an area
*4A-EN,Union waters of 2a; Union and Norwegian waters of 4a,FAO,27.2.a,EU,,ok
*4A-EN,Union waters of 2a; Union and Norwegian waters of 4a,FAO,27.4.a,EU+NOR,,ok
*N6530,North of 56°30′ N,NONE,,,North of 56°30′ N,constraint only - inherits parent area
2A34-C,"IIa) (1), IIIa),b),c),d) (1), IV (1)",FAO,27.3.a,,,ok
2A34-C,"IIa) (1), IIIa),b),c),d) (1), IV (1)",FAO,27.3.b,,,ok
2A34-C,"IIa) (1), IIIa),b),c),d) (1), IV (1)",FAO,27.3.c,,,ok
2A34-C,"IIa) (1), IIIa),b),c),d) (1), IV (1)",FAO,27.3.d,,,ok
2A34-C,"IIa) (1), IIIa),b),c),d) (1), IV (1)",FAO,27.2.a,,,ok
2A34-C,"IIa) (1), IIIa),b),c),d) (1), IV (1)",FAO,27.1,,,ok
2A34-C,"IIa) (1), IIIa),b),c),d) (1), IV (1)",FAO,27.4,,,ok
N1F3KX,"NAFO sub-area 2, Division 1F and 3K",FAO,21.2,NAFO,,ok
N1F3KX,"NAFO sub-area 2, Division 1F and 3K",FAO,21.1.F,NAFO,,ok
N1F3KX,"NAFO sub-area 2, Division 1F and 3K",FAO,21.3.K,NAFO,,ok
06AD-C,"VIa) (Include Donegal Bay, exclude Clyde)",FAO,27.6.a,,,ok
1/2_AMS,United Kingdom and international  waters of 1 and 2 (shared quota),FAO,27.1,GBR+INT,,ok
1/2_AMS,United Kingdom and international  waters of 1 and 2 (shared quota),FAO,27.2,GBR+INT,,ok
2A-C46,6; United Kingdom and Union waters of 4; United Kingdom waters of 2a; United Kingdom and international waters of 5b,FAO,27.6,,,ok
2A-C46,6; United Kingdom and Union waters of 4; United Kingdom waters of 2a; United Kingdom and international waters of 5b,FAO,27.4,GBR+EU,,ok
2A-C46,6; United Kingdom and Union waters of 4; United Kingdom waters of 2a; United Kingdom and international waters of 5b,FAO,27.2.a,GBR,,ok
2A-C46,6; United Kingdom and Union waters of 4; United Kingdom waters of 2a; United Kingdom and international waters of 5b,FAO,27.5.b,GBR+INT,,ok
03DSFS,"Sweden zone: IIId) ""White zone""",FAO,27.3.d,SWE,,ok
7HJK.,"7h, 7j and 7k",FAO,27.7.h,,,ok
7HJK.,"7h, 7j and 7k",FAO,27.7.j,,,ok
7HJK.,"7h, 7j and 7k",FAO,27.7.k,,,ok
*2A3A4,3a; United Kingdom and Union waters of 4; United Kingdom waters of 2a,FAO,27.3.a,,,ok
*2A3A4,3a; United Kingdom and Union waters of 4; United Kingdom waters of 2a,FAO,27.4,GBR+EU,,ok
*2A3A4,3a; United Kingdom and Union waters of 4; United Kingdom waters of 2a,FAO,27.2.a,GBR,,ok
SEN_2019,Senegal,EEZ,SEN,SEN,,ok
GRL2,Greenlandic waters within ICES division 14b North of 62° 30' N.,FAO,27.14.b,GRL,North of 62° 30' N,ok
2A3A4.,3a; United Kingdom and Union waters of 4; United Kingdom waters of 2a,FAO,27.3.a,,,ok
2A3A4.,3a; United Kingdom and Union waters of 4; United Kingdom waters of 2a,FAO,27.4,GBR+EU,,ok
2A3A4.,3a; United Kingdom and Union waters of 4; United Kingdom waters of 2a,FAO,27.2.a,GBR,,ok
5W6-14,6b; United Kingdom and international waters of 5b west of 12° 00' W and of 12 and 14,FAO,27.6.b,,,ok
5W6-14,6b; United Kingdom and international waters of 5b west of 12° 00' W and of 12 and 14,FAO,27.5.b,GBR+INT,west of 12° 00' W,ok
5W6-14,6b; United Kingdom and international waters of 5b west of 12° 00' W and of 12 and 14,FAO,27.12,GBR+INT,west of 12° 00' W,ok
5W6-14,6b; United Kingdom and international waters of 5b west of 12° 00' W and of 12 and 14,FAO,27.14,GBR+INT,west of 12° 00' W,ok
*E45W8303F,"ICCAT Convention area, east of 45°W",RFMO,ICCAT,,east of 45°W,ok
MED1_TR1_AA,(no description - inferred from code),NONE,,,MED1_TR1_AA,Mediterranean effort regime code - not an area
24-N.,Norwegian waters of 2 and 4,FAO,27.2,NOR,,ok
24-N.,Norwegian waters of 2 and 4,FAO,27.4,NOR,,ok
1/214-,"I, II, XIV, 1), 2)",FAO,27.1,,,ok
1/214-,"I, II, XIV, 1), 2)",FAO,27.2,,,ok
1/214-,"I, II, XIV, 1), 2)",FAO,27.14,,,ok
C3412-,Union and international waters of CECAF 34.1.2,FAO,34.1.2,EU+INT,,check
*7XAD,"United Kingdom, Union and international waters of 7b, 7c, 7e, 7f, 7g, 7h,  7j and 7k",FAO,27.7.b,GBR+EU+INT,,ok
*7XAD,"United Kingdom, Union and international waters of 7b, 7c, 7e, 7f, 7g, 7h,  7j and 7k",FAO,27.7.c,GBR+EU+INT,,ok
*7XAD,"United Kingdom, Union and international waters of 7b, 7c, 7e, 7f, 7g, 7h,  7j and 7k",FAO,27.7.e,GBR+EU+INT,,ok
*7XAD,"United Kingdom, Union and international waters of 7b, 7c, 7e, 7f, 7g, 7h,  7j and 7k",FAO,27.7.f,GBR+EU+INT,,ok
*7XAD,"United Kingdom, Union and international waters of 7b, 7c, 7e, 7f, 7g, 7h,  7j and 7k",FAO,27.7.g,GBR+EU+INT,,ok
*7XAD,"United Kingdom, Union and international waters of 7b, 7c, 7e, 7f, 7g, 7h,  7j and 7k",FAO,27.7.h,GBR+EU+INT,,ok
*7XAD,"United Kingdom, Union and international waters of 7b, 7c, 7e, 7f, 7g, 7h,  7j and 7k",FAO,27.7.j,GBR+EU+INT,,ok
*7XAD,"United Kingdom, Union and international waters of 7b, 7c, 7e, 7f, 7g, 7h,  7j and 7k",FAO,27.7.k,GBR+EU+INT,,ok
5BC6.,6; United Kingdom and international  waters of 5b,FAO,27.6,,,ok
5BC6.,6; United Kingdom and international  waters of 5b,FAO,27.5.b,GBR+INT,,ok
135X14,"IIIa; EC and International Waters of I,  V, VI, VII, VIII, XII and XIV.",FAO,27.3.a,,,ok
135X14,"IIIa; EC and International Waters of I,  V, VI, VII, VIII, XII and XIV.",FAO,27.1,INT,,ok
135X14,"IIIa; EC and International Waters of I,  V, VI, VII, VIII, XII and XIV.",FAO,27.5,INT,,ok
135X14,"IIIa; EC and International Waters of I,  V, VI, VII, VIII, XII and XIV.",FAO,27.6,INT,,ok
135X14,"IIIa; EC and International Waters of I,  V, VI, VII, VIII, XII and XIV.",FAO,27.7,INT,,ok
135X14,"IIIa; EC and International Waters of I,  V, VI, VII, VIII, XII and XIV.",FAO,27.8,INT,,ok
135X14,"IIIa; EC and International Waters of I,  V, VI, VII, VIII, XII and XIV.",FAO,27.12,INT,,ok
135X14,"IIIa; EC and International Waters of I,  V, VI, VII, VIII, XII and XIV.",FAO,27.14,INT,,ok
*ICCATPS,ICCAT - purse seiners,RFMO,ICCAT,,,ok
F3711,GFCM area 37.1.1,FAO,37.1.1,,,ok
*F-42W,Division 58.4.2 west of 55° E,FAO,58.4.2,,west of 55° E,ok
*07D2.,7d,FAO,27.7.d,,,ok
*04B-C,Union waters of 4b,FAO,27.4.b,EU,,ok
*4-UK,United Kingdom waters of 4,FAO,27.4,GBR,,ok
8CU25,"8c, functional unit 25",FU,FU25,,,ok
8CU25,"8c, functional unit 25",FAO,27.8.c,,functional unit 25,ok
GL51442,"Greenland waters of 5 and 14, north-east of 42° W",FAO,27.5,GRL,north-east of 42° W,ok
GL51442,"Greenland waters of 5 and 14, north-east of 42° W",FAO,27.14,GRL,north-east of 42° W,ok
571214,6 and 7; United Kingdom and international waters of 5b; international waters of 12 and 14,FAO,27.6,,,ok
571214,6 and 7; United Kingdom and international waters of 5b; international waters of 12 and 14,FAO,27.7,,,ok
571214,6 and 7; United Kingdom and international waters of 5b; international waters of 12 and 14,FAO,27.5.b,GBR+INT,,ok
571214,6 and 7; United Kingdom and international waters of 5b; international waters of 12 and 14,FAO,27.12,INT,,ok
571214,6 and 7; United Kingdom and international waters of 5b; international waters of 12 and 14,FAO,27.14,INT,,ok
MED1_TR4_AA,(no description - inferred from code),NONE,,,MED1_TR4_AA,Mediterranean effort regime code - not an area
*678-,"Union and international waters of VI, VII and VIII",FAO,27.6,EU+INT,,ok
*678-,"Union and international waters of VI, VII and VIII",FAO,27.7,EU+INT,,ok
*678-,"Union and international waters of VI, VII and VIII",FAO,27.8,EU+INT,,ok
*08C.,8c,FAO,27.8.c,,,ok
*E45W8302,"ICCAT Convention area, east of 45°W",RFMO,ICCAT,,east of 45°W,ok
F517S2,"SIOFA subarea 2 (area bounded between 40°E and 49°E longitude, 36°S and the adjacent exclusive economic zones to the north)",RFMO,SIOFA,,"between 40°E and 49°E longitude, 36°S and the adjacent exclusive economic zones to the north",ok
F517S2,"SIOFA subarea 2 (area bounded between 40°E and 49°E longitude, 36°S and the adjacent exclusive economic zones to the north)",FAO,27.2,,"between 40°E and 49°E longitude, 36°S and the adjacent exclusive economic zones to the north",ok
N3MNO.,NAFO 3MNO,FAO,21.3.M,NAFO,,ok
N3MNO.,NAFO 3MNO,FAO,21.3.N,NAFO,,ok
N3MNO.,NAFO 3MNO,FAO,21.3.O,NAFO,,ok
3DLIFS,Lithuania zone: IIId),FAO,27.3.d,LTU,,ok
234_5R,United Kingdom and Union waters of sandeel management area 5r,SANDEEL,SAN5,GBR+EU,,ok
03D-S.,ICES division IIId - Sweden zone,FAO,27.3.d,SWE,,ok
5BCX14,"Vb (EC waters), VI, VII, XII, XIV",FAO,27.5.b,EU,,ok
5BCX14,"Vb (EC waters), VI, VII, XII, XIV",FAO,27.6,EU,,ok
5BCX14,"Vb (EC waters), VI, VII, XII, XIV",FAO,27.7,EU,,ok
5BCX14,"Vb (EC waters), VI, VII, XII, XIV",FAO,27.12,EU,,ok
5BCX14,"Vb (EC waters), VI, VII, XII, XIV",FAO,27.14,EU,,ok
MED4_OTB2,(no description - inferred from code),NONE,,,MED4_OTB2,Mediterranean effort regime code - not an area
*05-F.,Faroese waters,EEZ,FRO,FRO,,ok
1/2-,"Union, Faroese, Norwegian and international waters of 1 and 2",FAO,27.1,EU+NOR+FRO+INT,,ok
1/2-,"Union, Faroese, Norwegian and international waters of 1 and 2",FAO,27.2,EU+NOR+FRO+INT,,ok
